year|page|table_number|row_number|source_title|source_url|table_column_1|table_column_2|table_column_3|table_column_4|table_column_5|table_column_6|table_column_7|table_column_8
2024|6|5|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0)|||||
2024|6|5|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0)|||||
2024|6|5|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0)|||||
2024|6|5|12|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0)|||||
2024|6|5|13|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0)|||||
2024|6|5|14|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0)|||||
2024|6|5|15|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Head Total|(0)|-|185,927,819|||
2024|7|6|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUB-PROGRAMME|2022 BUDGET||2023 BUDGET||2024 BUDGET||
2024|7|6|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved|Expendit ure*|Estimate||
2024|7|6|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|1|||||||
2024|8|7|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||(0) (0) (0) (0)|(0) (0) (0) (0)|- - - -|(0) (0) (0) (0)||
2024|8|7|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Head Total||(0)|(0)|-|(0)|185,927,819|
2024|10|8|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|10|8|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|10|8|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|02Use of Goods and Services 02General Operations 03Transfers 01Transfers 02Subsidies 04Assets 01Non-Financial Assets (Capital Expenditure) 02Financial Assets|- - - - - - - -|- - - - - - - -||-|-|4,595,346 4,595,346 24,447,242 6,984,926 17,462,316 62,864,337 52,386,948 10,477,390|
2024|10|8|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|10|8|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|91,906,926|
2024|10|9|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET||2024 BUDGET||
2024|10|9|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved|Expendit ure*|Estimates||
2024|10|10|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|9911,9,90066,9,92266|
2024|11|11|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|11|11|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|11|12|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Administrating 2024 CDF Funds 01 2024 CDF funds administered for 3 Constituencies|-|-|-|-|3||
2024|12|13|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|12|13|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|12|13|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|01Personal Emoluments 02Other Emoluments 01Socio-Economic 02Use of Goods and Services 02General Operations 01Socio-Economic 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - - - - - -|- - - - - - - -||-|-|120,000 120,000 120,000 3,230,010 3,230,010 425,500 465,813 465,813|
2024|12|13|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|12|13|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|3,815,823|
2024|12|14|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|12|14|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|12|14|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|2 Local Governance 044Legislative Function 045Citizen Engagement|(0) (0) (0)|(0) (0)|- - -||(0) (0)|3,815,823 3,270,323 545,500|
2024|12|14|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|3,38,1851,58,28323|
2024|13|15|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|13|15|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|13|15|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Ordinary Council Meeting Held 01 Holding ordinary council meetings|-|-|-|-|4||
2024|13|15|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Standing Committees held 01 Holding Committee meeting|-|-|-|-|16||
2024|13|15|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Special Ordinary Council meeting held 01 Holding Special Ordinary Council meetings|-|-|-|-|2||
2024|13|15|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Ward development fund elections held 01 Ward development committees elections held|-|-|-|-|30||
2024|14|16|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|14|16|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|14|16|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|02Use of Goods and Services 02General Operations|- -|- -||-|-|1,516,895 1,516,895|
2024|14|16|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|14|16|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|1,516,895|
2024|14|17|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|14|17|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|14|17|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|3 Integrated Development Planning 021Spatial Planning 033Socio Economic Planning|(0) (0) (0)|(0) (0)|- - -||(0) (0)|1,516,895 108,220 1,408,675|
2024|14|17|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|1,15,1561,68,98595|
2024|15|18|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|15|18|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|15|18|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Surveying of parcel of land 01 Land Surveyed|(0)|-|-|-|500||
2024|15|18|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Strategic Plan Formulated and Reviewed 01 Strategic Plan for Mufulira Municipal Council|(0)|(0)|(0)|(0)|1||
2024|16|19|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|16|19|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|16|19|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - -|- - - -||-|-|2,142,377 2,142,377 1,077,950 1,077,950|
2024|16|19|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|16|19|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|16|19|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|16|19|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|3,220,327|
2024|16|20|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|16|20|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|16|20|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|5 Public Health and Environmental Protection 015Cemetery and Funeral Services 019Health Inspections 023Pest Control 027Solid Waste Management|(0) (0) (0) (0) (0)|(0) (0) (0) (0)|- - - - -||(0) (0) (0) (0)|3,220,327 185,050 311,501 427,416 2,296,360|
2024|16|20|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|3,32,2202,03,23727|
2024|17|21|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|17|21|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|17|21|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Registered and rabies free dogs 01 Percentage of Dogs vaccinated against rabies|-|-|-|-|100||
2024|17|21|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Clean, disease free and sustainable environment 01 Solid waste collected (Refuse Collection)|-|-|-|-|100||
2024|18|22|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|18|22|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|18|22|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - -|- - - -||-|-|3,674,465 3,674,465 876,950 876,950|
2024|18|22|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|18|22|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|18|22|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|18|22|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|4,551,415|
2024|18|23|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|18|23|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|18|23|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|6 Housing and Community Amenities 007Parks and Gardens 012Markets and Bus Stations 026Public Housing 029Roads and Drainages 031Street Lighting|(0) (0) (0) (0) (0) (0)|(0) (0) (0) (0) (0)|- - - - - -||(0) (0) (0) (0) (0)|4,551,415 515,950 1,048,870 1,096,710 1,076,780 813,105|
2024|18|23|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|4,45,5515,14,14515|
2024|19|24|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|19|24|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|19|24|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Free falling of trees controlled 01 Percentage of trees in the district trimmed.|-|-|-|-|100||
2024|19|24|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Social Amenities Provided 01 Households in Settlement areas Registered and Numbered 02 Sensitizations conducted|- -|- -|- -|- -|100 1||
2024|19|25|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Patrons accessing Council libraries number increased 01 Library patrons Registered 02 Books Procured|- -|- -|- -|- -|113 6||
2024|19|25|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Social Amenities Created 01 Social amenities made available in the district 02 Construction of 3 types Low houses in the district|1 -|1 -|1 -|1 -|1 1||
2024|19|25|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Outstanding Construction and maintenance by 2023 01 Maintained and renovated council properties/buildings 02 New council buildings constracted|- -|- -|- -|- -|100 3||
2024|19|25|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Buildings conforming to standard 01 Buildings comforming to standards in the district|-|-|-|-|100||
2024|19|26|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|street lights Maintained and Rehabilitated 01 Maitanance and rehabilitation of street lights in the district 02 Installation of 20 1 in all solar street lights in the district|- -|- -|- -|- -|100 20||
2024|20|27|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|20|27|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|20|27|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|01Personal Emoluments 02Other Emoluments 03Personnel Related Costs 02Use of Goods and Services 02General Operations 01Cultural Affairs 01Housing and Social Services 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - - - - - - -|- - - - - - - - -||-|-|976,000 328,000 648,000 2,204,531 2,204,531 55,058 2,025,663 221,833 221,833|
2024|20|27|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|20|27|12|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|3,402,364|
2024|20|28|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|20|28|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|20|28|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|7 Recreation Culture and Religion 001Cultural Affairs 039Library Services 042Sports Promotion|(0) (0) (0) (0)|(0) (0) (0)|- - - -||(0) (0) (0)|3,402,364 72,858 327,843 3,001,663|
2024|20|28|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|3,34,0420,23,63464|
2024|21|29|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|21|29|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|21|29|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Enhanced and effective marriage solemnization 01 Marriages solemnized|-|-|-|-|100||
2024|21|29|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|National Archieve Services 01 Records Surveyed|-|-|-|-|1||
2024|21|29|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Increase in the number of patrons accessing the library service 01 Patrons accessing libraries|-|-|-|-|100||
2024|21|29|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Social amenities made available 01 Social amenities made available|-|-|-|-|100||
2024|21|29|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|To increase sports participation in the community and the Local Authority staff 01 Sports participation|-|-|-|-|100||
2024|21|29|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Persons with Disabilities participating in sports by sex and age 02 Community Sports Tournaments Increased 03 Participants in Community Sports 04 Sports Persons Reached 05 Sports Infrastructure Rehabilitated|- - - -|- - - -|- - - -|- - - -|2 2,000 2,000 1||
2024|21|29|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Number of Community tournaments held 01 Community tournaments held|-|-|-|-|2||
2024|21|29|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Number of women participating in Community sports by age 02 Women particpating in community sports by age|-|-|-|-|1||
2024|21|29|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Community Sport facilities 01 Sports facilities|(0)|(0)|(0)|(0)|2||
2024|22|30|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|22|30|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|22|30|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - -|- - - -||-|-|130,665 130,665 34,400 34,400|
2024|22|30|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|22|30|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|22|30|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|22|30|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|165,065|
2024|22|31|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|22|31|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|22|31|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|8 Education and Skills Development 010Adult Literacy|(0) (0)|(0)|- -||(0)|165,065 165,065|
2024|22|31|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|1651,6056,5065|
2024|23|32|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|23|32|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
