record_id|year|data_type|category|revenue_source|budget_amount|budget_status|description|source_title|source_url|source_type
BR2026_0050|2026|Budget|Grants|ECONOMIC CLASSIFICATION|2026.0|Actual|"ECONOMIC CLASSIFICATION | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0051|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Other Emoluments 03Personnel Related Costs 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|2.4067079491871755|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Other Emoluments 03Personnel Related Costs 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - - - 2,804,510 2,804,510 465,813 465,813 | - - - - - - - - | 192,937 | - | 2,406,707 949,187 17,520 1,440,000 1,709,809 1,709,809 37,870 37,870"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0052|2026|Budget|Expenditure|ECONOMIC CLASSIFICATION|2026.0|Actual|"ECONOMIC CLASSIFICATION | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0053|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|2.5252772525277676|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - 66,890 66,890 - - | - - - - - - | 728,833 | - | 2,525,277 2,525,277 667,229 667,229 381,025 381,025"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0054|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|7.353077353073946|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - - - - - | - - - - - - | - | - | 735,307 735,307 394,540 394,540 741,000 741,000"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0055|2026|Revenue|Expenditure|Council Commercial ventures revamped 01 Number of Council Commercial ventures revamped|1.0|Actual|"Council Commercial ventures revamped 01 Number of Council Commercial ventures revamped | (0) | (0) | (0) | (0) | 1"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0056|2026|Revenue|Expenditure|Levy|1400.0|Actual|"Businesses Registered 01 Number of business levy certificates issued | (0) | (0) | 1,722 | 1,400 | 1,400"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0057|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|2.7972542797254194|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - 3,000,391 3,000,391 117,950 117,950 | - - - - - - | 789,043 | - | 2,797,254 2,797,254 1,913,120 1,913,120 859,087 859,087"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0058|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|6.17029261702928|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | 5,629,740 5,629,740 3,924,100 3,924,100 102,840 102,840 | - - - - - - | 4,805,149 | - | 6,170,292 6,170,292 7,949,362 7,949,362 1,702,602 1,702,602"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0059|2026|Revenue|Expenditure|6 Housing and Community Amenities 001General Adminstration 007Parks and Gardens 012Markets and Bus Stations 017Settlements 026Public Housing 029Roads and Drainages 031Street Lighting 034Water Supply and Sanitation Services 041Fire Protection Services|1.5822256562002615|Approved Budget|"6 Housing and Community Amenities 001General Adminstration 007Parks and Gardens 012Markets and Bus Stations 017Settlements 026Public Housing 029Roads and Drainages 031Street Lighting 034Water Supply and Sanitation Services 041Fire Protection Services | 9,656,680 (0) 515,950 - - - 6,702,570 813,105 - 1,625,055 | (0) (0) (0) (0) (0) (0) (0) (0) (0) | 13,304,768 - 503,565 61,680 45,820 1,004,762 5,572,445 384,959 547,715 5,183,822 | (0) (0) (0) (0) (0) (0) (0) (0) (0) | 15,822,256 562,002 614,445 479,624 881,931 2,443,014 6,068,879 1,362,108 248,737 3,161,518"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0060|2026|Revenue|Expenditure|Markets Lighting System Rehabilitated 01 Number of flood lights rehabilitated 02 Number of security lights rehabilitated|580.0|Actual|"Markets Lighting System Rehabilitated 01 Number of flood lights rehabilitated 02 Number of security lights rehabilitated | (0) (0) | (0) (0) | 5 80 | 4 50 | 5 80"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0061|2026|Revenue|Expenditure|Bus Station Lighting System Rehabilitated 01 Number of security lights rehabilitated|5.0|Actual|"Bus Station Lighting System Rehabilitated 01 Number of security lights rehabilitated | (0) | (0) | 5 | 5 | 5"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0062|2026|Revenue|Expenditure|Market Shelters Rehabilitated 01 Number of market shelters rehabilitated|1.0|Actual|"Market Shelters Rehabilitated 01 Number of market shelters rehabilitated | - | (0) | 2 | 2 | 1"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0063|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|8.673238673232317|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - 51,338 51,338 17,800 17,800 | - - - - - - | 1,139,012 | - | 867,323 867,323 2,316,808 2,316,808 64,655 64,655"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0064|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|1.4375341437534124|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - 197,815 197,815 204,033 204,033 | - - - - - - | 346,886 | - | 1,437,534 1,437,534 100,161 100,161"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0065|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|7.843707843702173|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - 371,880 371,880 - - | - - - - - - | 133,698 | - | 784,370 784,370 217,036 217,036 753,634 753,634"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0066|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Other Emoluments 03Personnel Related Costs 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) 05Liabilities 01 Outstanding Bills|3.0728707227140184|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Other Emoluments 03Personnel Related Costs 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) 05Liabilities 01 Outstanding Bills | 23,354,692 23,354,692 - - 8,587,975 8,587,975 2,981,650 2,981,650 4,853,966 4,853,966 | - - - - - - - - - - | 21,859,855 | - | 30,728,707 22,714,018 1,768,900 6,245,789 5,159,502 5,159,502 613,680 613,680 5,262,000 5,262,000"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0067|2026|Budget|Expenditure|Financial Reports Prepared 01 Number of annual budget prepared 02 Number of financial reports prepared 03 Number of financial statements prepared 04 Number of Bi-Annual fiscal reports prepared 05 Number of quarterly financial reports|11124.0|Actual|"Financial Reports Prepared 01 Number of annual budget prepared 02 Number of financial reports prepared 03 Number of financial statements prepared 04 Number of Bi-Annual fiscal reports prepared 05 Number of quarterly financial reports | - (0) (0) (0) (0) | (0) (0) (0) (0) (0) | 1 1 1 (0) (0) | 1 1 1 (0) (0) | 1 1 1 2 4"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0068|2026|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|5.506551550655117|Approved Budget|"01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) | - - - - - - | - - - - - - | 4,030,947 | - | 5,506,551 5,506,551 1,615,755 1,615,755 1,887,514 1,887,514"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0069|2026|Revenue|Expenditure|Revenue Mobilisation 01 Number of revenue spot checks conducted|12.0|Actual|"Revenue Mobilisation 01 Number of revenue spot checks conducted | (0) | (0) | 12 | 9 | 12"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0070|2026|Budget|Goods and Services|PROGRAMME/SUBPROGRAMME|2026.0|Approved Budget|"PROGRAMME/SUBPROGRAMME | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0071|2026|Budget|Goods and Services|ECONOMIC CLASSIFICATION|2026.0|Actual|"ECONOMIC CLASSIFICATION | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0072|2026|Expenditure|Expenditure|04Assets 01Non-Financial Assets (Capital Expenditure)|32005873200587.0|Approved Budget|"04Assets 01Non-Financial Assets (Capital Expenditure) | - - | - - | 3,200,587 | - | 3,200,587 3,200,587"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0073|2026|Revenue|Goods and Services|Agricultural Marketing Database Created and Maintained 01 Number of market visits conducted 02 Number of market bulletins compiled|5212.0|Actual|"Agricultural Marketing Database Created and Maintained 01 Number of market visits conducted 02 Number of market bulletins compiled | (0) (0) | (0) (0) | 52 12 | 40 9 | 52 12"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0074|2026|Revenue|Goods and Services|Market Bulletins Produced and Disseminated 01 Number of fisheries and livestock bulletins produced and disseminated|12.0|Actual|"Market Bulletins Produced and Disseminated 01 Number of fisheries and livestock bulletins produced and disseminated | (0) | (0) | 12 | 9 | 12"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0075|2026|Revenue|Goods and Services|Livestock Market Established At Mokambo Border Post 01 Number of stakeholder engagement meetings conducted 02 Number of site visits conducted 03 Number of market linkages established|441.0|Actual|"Livestock Market Established At Mokambo Border Post 01 Number of stakeholder engagement meetings conducted 02 Number of site visits conducted 03 Number of market linkages established | (0) (0) (0) | (0) (0) (0) | 4 4 1 | 3 3 1 | 4 4 1"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
